parcellation,seed,input_set,target,leak_score,threshold,exceeds,verdict
Glasser,8,obs_SC,sex,0.8975514097943609,0.99,False,ok
Glasser,6,pred_SC,sex,0.895668871346277,0.99,False,ok
Glasser,3,pred_FC+bv,sex,0.8951149425287357,0.99,False,ok
Glasser,8,obs_SC+pred_FC,sex,0.8928344286622854,0.99,False,ok
Glasser,6,pred_FC,sex,0.8926285470450182,0.99,False,ok
Glasser,3,pred_FC,sex,0.891602809706258,0.99,False,ok
Glasser,0,obs_FC,sex,0.8910324358702566,0.99,False,ok
Glasser,2,obs_FC+pred_SC+bv,sex,0.8904367469879518,0.99,False,ok
Glasser,2,pred_SC+bv,sex,0.8875322719449226,0.99,False,ok
Glasser,0,pred_SC,sex,0.8863154547381811,0.99,False,ok
Glasser,3,obs_SC,sex,0.8847381864623244,0.99,False,ok
Glasser,3,obs_SC+pred_FC,sex,0.8801085568326947,0.99,False,ok
Glasser,2,pred_FC,sex,0.8759143717728055,0.99,False,ok
Glasser,5,pred_SC,sex,0.8752631578947367,0.99,False,ok
Glasser,4,pred_SC,sex,0.8731383552773581,0.99,False,ok
Glasser,2,obs_FC,sex,0.8649956970740103,0.99,False,ok
Glasser,2,obs_FC+pred_SC,sex,0.8649956970740103,0.99,False,ok
Glasser,2,obs_SC+pred_FC,sex,0.8638661790017211,0.99,False,ok
Glasser,2,obs_SC,sex,0.8594018932874354,0.99,False,ok
Glasser,2,pred_SC,sex,0.8411144578313253,0.99,False,ok
